language,uni_lemma,lexical_class,category,definition,word_clean
Spanish (European),again,function_words,articles,otra vez,otra vez
Spanish (European),beside,function_words,locations,al lado,al lado
Spanish (European),for me,function_words,pronouns,(para) mí,para mí
Spanish (European),lollipop,nouns,food_drink,chupa-chups,chupa-chups
Spanish (European),none,function_words,articles,no hay,no hay
Spanish (European),police car,nouns,vehicles,coche policía,coche policía
Spanish (European),why,function_words,question_words,por qué,por qué
