word,info_float,len,cnt,ngm
Ampeln,11.484634439870323,6,7,2
Toastbrot,9.663851959324372,9,7,2
Raketenschlepper,11.37674045862317,16,14,2
枱枱,9.324180546618742,2,1,2
Ziegenmilch,13.793704903944487,11,1,2
Papierschiffchen,10.251482410620213,16,1,2
Sendung,12.444185473510638,7,5,2
ausgetrocknet,13.698687071154534,13,4,2
ruckelt,10.34170293871068,7,2,2
Straßenschild,10.61238785865126,13,7,2
geflunkert,12.603526209834037,10,4,2
Möserstraße,13.439028368281573,11,4,2
vorbereiten,6.783709066565902,11,5,2
oberstes,14.058614805044114,8,2,2
gelaunt,6.954672925093105,7,17,2
Fachmann,13.323498223705196,8,2,2
hochgekraxelt,16.625142569799245,13,2,2
gekrümelt,14.139311522784595,9,1,2
buff,11.70584750025335,4,51,2
geguckt,9.137299582019569,7,63,2
langen,8.332647411459906,6,125,2
RindKind,14.928518375257891,8,1,2
Warschau,9.743940477848154,8,45,2
rüberblätter,18.16157970255985,12,1,2
Gespenst,11.12519288926963,8,29,2
dünnerer,14.381475357067353,8,1,2
Charleston,10.82713791027424,10,6,2
Baumzug,14.381475357067353,7,1,2
Schwarz,12.631581063542624,7,63,2
Lücke,11.485714240660007,5,2,2
rainy,9.56414948998573,5,1,2
Ofen,9.385838891349291,4,86,2
Lokführermütze,13.214319120800766,14,1,2
Brötchenkrumen,6.266786540694902,14,1,2
blupps,12.251507274536548,6,13,2
Hotelklo,14.381475357067353,8,1,2
木马,10.245873381576104,2,6,2
Sandpanade,4.321928094887363,10,1,2
Landen,12.966717420130522,6,2,2
heb,12.08747763163043,3,23,2
Kelch,14.381475357067353,5,1,2
aufgeschüttet,6.699371845969097,13,2,2
probieren,9.202882443424306,9,260,2
Zierde,13.214319120800766,6,1,2
抱着,10.874981347653774,2,1,2
faires,12.227767856516598,6,3,2
Spielanlage,12.399507085919643,11,3,2
hervorgetreten,2.321928094887362,14,1,2
Babygiraffe,12.324571082468639,11,9,2
bopp,13.715359822759183,4,4,2
graue,11.717553561684815,5,14,2
Klötze,11.245283342917174,6,7,2
Weinschaum,9.894817763307943,10,1,2
Rennschlitten,14.381475357067353,13,1,2
Piepmatz,5.491853096329675,8,1,2
Putel,14.945387780845973,5,2,2
TüpfelKuskus,15.835258202767724,12,4,2
Rechenxx,15.383603051900856,8,1,2
Chemikalien,14.745464248276845,11,1,2
zerbeult,11.862637357558794,8,1,2
about,3.241481793099623,5,140,2
Sößchen,13.754684507790213,7,4,2
flachgedrückt,14.53095492511793,13,1,2
Zooverwaltung,14.75952057912674,13,2,2
拎,8.59601446293974,1,7,2
geschützt,10.32457145898155,9,13,2
gekostet,8.658176037222711,8,3,2
koppel,12.864167057061405,6,2,2
gespritzelt,11.862637357558794,11,1,2
Wolfssprache,15.023061249735337,12,1,2
Hugelxx,12.080603008283468,7,2,2
erwartet,9.767462841117748,8,5,2
Gera,18.16157970255985,4,1,2
langweilt,10.857588071836014,9,5,2
warmes,11.371422201198301,6,12,2
ßs,18.16157970255985,2,1,2
herkommen,11.200951894484419,9,11,2
Flughafen,7.356934058213545,9,242,2
Höckern,6.794415866350106,7,1,2
dickbauchiger,14.381475357067353,13,1,2
Wichtelplättchen,8.124121311829187,16,1,2
SBahnzug,12.911017407796985,8,3,2
insofern,17.16157970255985,8,2,2
Ampel,9.418307875545235,5,84,2
深,8.828610204419382,1,5,2
Anakonda,18.16157970255985,8,1,2
这个,6.668304574786417,2,1104,2
schäme,14.556257689870595,6,2,2
Held,10.375088647561974,4,5,2
kariert,11.319158242346091,7,8,2
schütt,13.96423396849472,6,6,2
Lokführern,11.312882955284357,10,1,2
ausfindig,7.229203306618267,9,2,2
树枝,4.245926548164838,2,2,2
hochzufahren,10.19160744860406,12,2,2
