word,info_float,len,cnt,ngm
reinschnaufen,0.0,13,1,4
未,3.273866028347322,1,116,4
Strohhalm,4.281225246960125,9,3,4
Fäden,2.90972633639047,5,13,4
Bestanienkirche,10.583082767502933,15,1,4
landed,2.4615879921945525,6,6,4
Reispflanzen,0.0,12,3,4
Füller,0.0,6,1,4
Kalterertal,0.0,11,1,4
schupsen,5.58972539634182,8,10,4
MSechs,0.0,6,1,4
Puppe,3.0707056387654705,5,13,4
rumgeturnt,1.5849625007211563,10,1,4
Zooarzt,0.0,7,1,4
mies,2.0,4,1,4
Sonnenfinsternis,4.193786924923492,16,5,4
Schweißfüßchen,0.0,14,1,4
alt,2.497433765254907,3,180,4
恐龙,10.744375287449428,2,3,4
ändern,3.496279164501693,6,15,4
Simpsons,8.59088787527109,8,6,4
verbrauchen,5.644563826049923,11,7,4
Ringkugel,9.092757140919852,9,1,4
Würmer,5.127821526162883,6,7,4
啊呀,18.16157970255985,2,1,4
飛機仔,2.0,3,2,4
geviertelt,0.0,10,1,4
Mäusezähnchen,11.406736482691723,13,1,4
Kirschsaftschorle,7.808239565145769,17,8,4
verstreut,0.0,9,2,4
sagtest,6.320484380999539,7,4,4
Wichtel,8.711443018917999,7,2,4
Koralle,5.6083672017791555,7,7,4
unpraktisch,5.168668860448005,11,6,4
freundliche,4.824751518498542,11,6,4
到,2.2555341213528406,1,214,4
optimaler,7.4346282276367255,9,1,4
Blech,3.166999633918132,5,4,4
Reunion,0.0,7,1,4
Sonnenhaarfrisur,3.700439718141092,16,1,4
ausgegeben,0.0,10,2,4
Dekorationsdrachen,4.0,18,1,4
金鱼,1.660964047443681,2,2,4
Roastbeef,0.0,9,1,4
Walfisch,3.6844702692144446,8,4,4
Hupps,2.584962500721156,5,1,4
救援队,7.912889336229962,3,1,4
Roller,2.515807260208116,6,56,4
Verkleinerungsform,0.0,18,1,4
Gründen,0.0,7,1,4
miek,8.32619843073884,4,2,4
durchgehen,1.188801417913712,10,11,4
verbüd,12.924626959905329,6,1,4
底,1.9161579702559852,1,10,4
allerallerliebstes,18.16157970255985,18,1,4
Blätterhaufen,0.0,13,1,4
Dreifachlochung,0.0,15,1,4
natürlichen,12.448116305409464,11,1,4
Raumstation,2.028007544704015,11,6,4
NeustadtHauptbahnhof,12.656424863277781,20,1,4
kassieren,4.906890595608519,9,1,4
verhungern,1.5419204592803553,10,9,4
Kuppe,8.569855608330949,5,1,4
jenige,0.31699250014423125,6,5,4
meiner,3.732692115049975,6,114,4
verschenkt,0.0,10,1,4
verbinden,1.137499488516899,9,24,4
Person,0.23398500028846253,6,5,4
besorge,0.0,7,1,4
weather,0.0,7,1,4
Wenn,6.988684686772166,4,1,4
zwickzwack,16.576617201838697,10,3,4
饼干,0.6666666666666666,2,3,4
festxx,1.5849625007211563,6,1,4
angemalte,1.0,9,1,4
Fischkenntnisse,0.0,15,1,4
Pont,11.241753898723607,4,2,4
vorritzen,5.247927513443585,9,1,4
allerallerallerletzten,0.0,22,1,4
Mülltonne,3.1457706918757333,9,4,4
Zielfeld,0.0,8,1,4
Kindergarten,0.8928857524495548,12,433,4
hü,11.509780348843712,2,2,4
gemeldet,1.4159758378145286,8,3,4
Aussichtspunkt,4.736852874809708,14,2,4
schwer,3.550562897782216,6,195,4
herzeigen,1.0,9,1,4
Tukan,11.667998535672528,5,1,4
zuklappen,5.569855608330948,9,2,4
Freund,2.076833488222475,6,91,4
LeutzscherTrambahn,0.0,18,1,4
Senfkruste,0.0,10,1,4
原諒,1.9144113480403122,2,7,4
Krustenbraten,6.169925001442312,13,1,4
自行车,3.449898895430323,3,12,4
vo,11.371776644337924,2,1,4
beibringen,0.16666666666666666,10,6,4
Züge,3.9533743337311598,4,166,4
Seeräubermützen,2.0,15,1,4
schupsi,18.16157970255985,7,1,4
我们,6.0363972165867,2,355,4
Kinderplanschbecken,0.0,19,1,4
hochgelegt,0.0,10,2,4
沖涼涼,0.5,3,2,4
钳子,0.0,2,1,4
Springforellen,0.0,14,1,4
bricht,4.918905863038257,6,46,4
putzeln,1.0,7,1,4
Massaker,3.9971767184294293,8,2,4
hinunterfahren,0.0,14,1,4
dranlegen,0.25,9,4,4
neuseeländische,0.0,15,2,4
Abfälle,3.0,7,1,4
MiniWelt,3.0,8,1,4
gambling,0.0,8,1,4
ernst,1.2334799060470307,5,3,4
Steg,4.667199414269011,4,5,4
eintreffen,0.7924812503605781,10,2,4
Erdanziehungskraft,0.861654166907052,18,3,4
griffbereit,0.0,11,1,4
draufgelegt,0.7076350425434657,11,14,4
Papierschiffchen,0.0,16,1,4
下,1.8227864104648699,1,142,4
abgepflückt,1.5,11,2,4
套套,0.0,2,1,4
办,0.5,1,2,4
staunend,0.0,8,2,4
weitergefahren,3.0687204275491466,14,5,4
Wettlauf,10.42673213063712,8,3,4
BergundTal,2.8073549220576046,10,1,4
搬家,9.080789851279926,2,2,4
muh,8.823630151062613,3,20,4
under,1.0,5,1,4
Dienstag,3.642719591971045,8,47,4
Erno,2.8073549220576046,4,1,4
hingepoltert,3.0,12,1,4
盘,1.6464149882729437,1,11,4
Regeln,1.5047878787862363,6,13,4
blitzblank,3.6111242749563415,10,5,4
rückt,0.0,5,1,4
lenk,18.16157970255985,4,1,4
Monat,1.7708727599111247,5,22,4
Passagier,3.403936366247328,9,7,4
西蘭花,6.789689795874368,3,4,4
optimales,5.1209915748471655,9,2,4
Drama,2.1229632740824185,5,4,4
hinausfahren,18.16157970255985,12,1,4
靚靚,18.16157970255985,2,1,4
IntercityEins,6.599912842187128,13,1,4
rausgegangen,2.97394956284792,12,17,4
Blättern,2.106197785563582,8,14,4
br,11.396380061602876,2,3,4
Wasserfälle,12.448116305409464,11,1,4
Neuxx,7.994353436858858,5,1,4
anpeilen,3.7578499191420214,8,2,4
Handschuhs,0.0,10,1,4
huchhuch,18.16157970255985,8,1,4
deftig,0.861654166907052,6,3,4
gewöhnt,1.8105514429191931,7,12,4
Unart,1.0,5,1,4
Parts,17.16157970255985,5,2,4
Babyhaifisch,9.938109326219239,12,1,4
ausstoßen,1.0,9,1,4
直接,6.074169534368077,2,7,4
ToffeeBonbons,8.731319031025064,13,1,4
Frachten,0.7924812503605781,8,2,4
究竟,9.816815258908557,2,3,4
willste,9.908392620773752,7,1,4
Mohrhuhnspiel,3.1699250014423126,13,1,4
Staffelsee,4.93337421423048,10,9,4
gesprungen,1.5898695850984976,10,10,4
Neubaustrecke,0.0,13,1,4
Puzzleteile,2.2577852761154737,11,17,4
gebraucht,1.1042741235336677,9,24,4
rumgewerkelt,0.0,12,1,4
hochschmeißt,0.0,12,1,4
kümmer,8.183095279639629,6,5,4
hervorgeholt,0.0,12,4,4
verrotztes,18.16157970255985,10,1,4
streichen,2.6385046892534456,9,9,4
aufgeben,0.0,8,2,4
老虎鯊,6.189824558880018,3,1,4
aneinandergefügt,0.0,16,1,4
唔見,0.7834066196901821,2,6,4
浴缸,0.2,2,5,4
beeilst,9.080789851279926,7,2,4
beschwerst,0.0,10,1,4
Rotwein,9.080789851279926,7,2,4
raufgehauen,0.0,11,1,4
angepasst,0.0,9,1,4
abschnippeln,5.643856189774724,12,1,4
knochig,0.0,7,1,4
Streckenplan,5.0254727974443885,12,5,4
auftanken,1.7444692167554727,9,9,4
Gewächshaus,3.8025536806170073,11,4,4
Kopfumfang,0.0,10,1,4
Friedhof,10.667998535672528,8,2,4
Bulgur,15.14009819595568,6,2,4
schnallen,7.741829175853066,9,2,4
passen,5.6453623013509455,6,151,4
GüterzugBegleitwagen,18.16157970255985,20,1,4
Spagat,10.745970321103218,6,5,4
Saugerröhre,1.5849625007211563,11,1,4
Autoverladezug,5.761535913470198,14,2,4
Himmelsrichtungen,0.0,17,1,4
Fahrradreparatur,6.022367813028454,16,1,4
brauchtet,12.448890629629263,9,1,4
num,0.0,3,1,4
Mikrofon,2.7480206088856365,8,50,4
Blinden,0.0,7,1,4
ausgeschlüpft,0.5,13,2,4
泡,18.16157970255985,1,1,4
Familienfest,0.5,12,2,4
weiblichen,6.988684686772166,10,1,4
Tribüne,2.6961587113893803,7,2,4
einlaufen,0.0,9,1,4
拍子,0.14285714285714285,2,7,4
aufgeplusterte,0.0,14,1,4
abgucken,0.0,8,1,4
Regenfestes,0.0,11,1,4
Zigarren,0.0,8,1,4
halbrundes,1.0,10,1,4
Region,2.1169572737970688,6,10,4
möchte,4.365402156591586,6,500,4
Mausikalender,0.0,13,1,4
Stückchen,3.2273477411787193,9,106,4
Hechtklößchen,9.080789851279926,13,2,4
entführen,0.0,9,1,4
Busparkplatz,0.0,12,1,4
kahler,18.16157970255985,6,1,4
Bundesbahn,2.608849495763639,10,3,4
幾耐,1.0,2,1,4
abgewendet,11.427836603458521,10,1,4
Penner,1.0,6,1,4
Gummiente,1.1531438728790993,9,3,4
Knetemesser,6.169925001442312,11,1,4
angesprochen,0.0,12,1,4
Braunbärtatze,12.448116305409464,13,1,4
copy,0.0,4,1,4
knochentrocken,7.22660338501485,14,4,4
eingenommen,0.0,11,2,4
Salon,0.5804820237218405,5,4,4
Hubschrauberchen,1.0,16,1,4
WichtelKissenklau,8.475733430966399,17,1,4
befördern,2.281661908622682,9,7,4
Eisenbahnstrecke,2.5530776039466465,16,14,4
considerate,18.16157970255985,11,1,4
粒,1.0403638836321842,1,25,4
carrying,1.792481250360578,8,2,4
zufälligerweise,18.16157970255985,15,1,4
转弯,4.498204156275427,2,14,4
gepfiffen,2.281030327957297,9,4,4
su,9.873271101640505,2,2,4
CargoNight,12.035486451292154,10,1,4
widerstandsfähig,18.16157970255985,16,1,4
船仔,0.5,2,2,4
gefrieren,3.321928094887362,9,1,4
Riesenbaustelle,4.247927513443586,15,1,4
佢哋,5.755929285383211,2,87,4
Mal,0.25392128423870136,3,278,4
spendablen,0.0,10,1,4
gepupt,5.4219895463005345,6,10,4
wild,2.93411724401267,4,26,4
Guglhupf,6.059308344675753,8,2,4
Santa,4.906890595608519,5,2,4
SchokoKuchen,7.266786540694902,12,1,4
Kindermesser,1.0,12,4,4
Suchkommando,0.0,12,1,4
观众,0.0,2,1,4
Achäer,3.5245490624977744,6,3,4
fähiger,2.0,7,1,4
Arie,5.379223873060191,4,3,4
Käsemauken,1.0,10,1,4
verdammtes,5.8545419062751725,10,2,4
粉子,6.614709844115209,2,1,4
嘔,1.0,1,1,4
kangaroo,3.4780932143577905,8,20,4
Hagelstücke,4.0,11,1,4
Flüsslein,1.5849625007211563,9,1,4
Schnelle,4.402032871331933,8,3,4
steuern,3.6907247910147976,7,9,4
肚子,8.258629950067244,2,12,4
Wert,0.9109640474436811,4,4,4
Serie,0.0,5,1,4
