word,info_float,len,cnt,ngm
卖萌,10.379378367071263,2,1,3
soldiers,5.08746284125034,8,1,3
手法,0.0,2,1,3
刘雨轩,12.21012864253407,3,2,3
azul,17.501394047793543,4,1,3
放假,11.584335182334877,2,4,3
大米,17.501394047793543,2,1,3
线条,6.69901284892177,2,4,3
主人,5.837523457829886,2,1462,3
j,9.334758354135039,1,101,3
披萨,11.271352628870853,2,6,3
犬,4.0143045184617865,1,5,3
没意思,1.3219280948873622,3,2,3
欲,10.066851428387663,1,5,3
变形人,6.169925001442312,3,1,3
尝,7.946651736768294,1,20,3
dinosaur,5.715173958436672,8,12,3
bottle,0.3869880158145604,6,6,3
插图,0.0,2,1,3
兵,7.408528794878131,1,3,3
准时,0.0,2,1,3
学习,5.705593395864184,2,92,3
借过,4.781121212110537,2,2,3
咕咕咕咕,16.501394047793543,4,2,3
look,6.645304062624729,4,175,3
开来开去,0.0,4,1,3
猫猫,5.380649357999195,2,494,3
轮廓,7.452176188360683,2,2,3
terrible,8.682994583681683,8,1,3
四面,1.5849625007211563,2,1,3
吊车,2.0902422223664656,2,5,3
劳动节,17.501394047793543,3,1,3
陪陪,6.359586008004804,2,3,3
言,0.0,1,1,3
林,7.105734747742791,1,5,3
顺理成章,1.5382366147050694,4,3,3
剥一剥,3.0,3,1,3
蜗牛,9.790184414527845,2,18,3
假,8.066851507026971,1,29,3
suisui,14.819192579936887,6,2,3
算术,3.4594316186372978,2,1,3
鼻头,6.151604974472388,2,2,3
种地,4.392317422778761,2,1,3
惠敏,10.646577029572622,2,3,3
打住,6.820178962415189,2,1,3
吃饭,6.128534588647907,2,523,3
居民区,8.03342300153745,3,1,3
收集,3.0997360061290933,2,3,3
平平,17.501394047793543,2,1,3
外面,4.826700815287274,2,844,3
感受,2.1745206520190044,2,3,3
翻来翻去,17.501394047793543,4,1,3
exactly,2.584962500721156,7,1,3
规则,1.0424812503605783,2,4,3
珍惜,5.183459061506001,2,4,3
茶水,13.737186916929918,2,2,3
二宝,9.726774744981965,2,6,3
玩不玩,16.501394047793543,3,2,3
够不够,6.024759126054559,3,3,3
后边,2.3464696583269964,2,6,3
桂花,6.189824558880018,2,1,3
看不到,12.47851684767645,3,1,3
整,6.5263655052362095,1,13,3
杂草,10.149747119504683,2,1,3
紫竹院,8.750697023896771,3,2,3
牛,7.168176674342943,1,106,3
难不难受,6.357552004618085,4,1,3
镇,1.0,1,1,3
阳台,5.1559525614493396,2,138,3
三峡,9.91139198784346,2,1,3
tu1,16.501394047793543,3,2,3
听不到,7.327645341039006,3,9,3
鹌鹑,17.501394047793543,2,1,3
拍摄,1.5849625007211563,2,2,3
惯,3.861654166907052,1,3,3
厨房,7.068911161156321,2,27,3
小草,15.410391961896877,2,2,3
crocodile,13.937673351581868,9,2,3
蜂窝,9.630897933738224,2,13,3
坐,6.082796808998307,1,1408,3
米饭饭,6.64702315663575,3,2,3
day,0.6837895002019238,3,25,3
*gmo1:,13.694039125735937,6,14,3
rosierosie,17.501394047793543,10,1,3
瞧瞧,11.154374484925572,2,2,3
做客,6.508272384135757,2,3,3
袜,0.7018387305144012,1,8,3
潘予杨,4.08746284125034,3,1,3
muddy,1.9800106489051075,5,9,3
大型,10.373952655370193,2,1,3
树叶,8.424288289448292,2,56,3
proud,1.974937501201927,5,3,3
姓名,9.491853096329676,2,1,3
王子佳,7.129283016944967,3,1,3
生日快乐,12.938529014000249,4,5,3
跷跷板,6.543726122631538,3,15,3
认得,6.0520748764756,2,26,3
稍等,17.501394047793543,2,1,3
一下下,7.165363087675486,3,13,3
电锅,9.635353132078132,2,3,3
玩意,12.163306580705838,2,3,3
值钱的,0.0,3,1,3
拼搏,0.0,2,3,3
凉,4.876608099623309,1,22,3
彼此,6.709453365628949,2,2,3
尺寸,0.25,2,4,3
砍伐,5.154124916227837,2,9,3
谎话,3.8774437510817346,2,2,3
天母,6.700439718141092,2,1,3
舀,6.926752017901125,1,47,3
乘客们,5.807354922057605,3,1,3
面包,6.655086444374126,2,109,3
静静地,7.554098861267914,3,2,3
全,7.515771739688728,1,115,3
几乎,2.0,2,1,3
gown,1.5988706873717717,4,5,3
do,5.7627100419723165,2,599,3
上来,4.3991173640767025,2,85,3
daddy,5.528000863006266,5,65,3
放开,8.68924900156625,2,7,3
视,3.792764951970631,1,3,3
explorer,0.0,8,2,3
honey,6.285402218862249,5,1,3
证明,13.557006689512429,2,5,3
灯灯,4.734714107233677,2,6,3
徐致远,7.10852445677817,3,1,3
津津有味,9.048845085916867,4,5,3
一下子,8.879062314602008,3,37,3
惩罚,3.5029551879878014,2,12,3
country,2.1797588192321062,7,11,3
siou,0.0,4,2,3
清香,1.792481250360578,2,2,3
胜利,7.045646094354248,2,6,3
少林寺,17.501394047793543,3,1,3
摄像机,11.224644322173305,3,7,3
笔头,13.31938987600021,2,1,3
annas,4.169730823062602,5,6,3
当下,9.981567281903015,2,1,3
邮局,7.845490050944376,2,1,3
整理,5.515532315981836,2,8,3
列国,0.0,2,1,3
包包,7.00203709777249,2,31,3
老家,1.160964047443681,2,2,3
不,3.857832932756896,1,12446,3
呛,8.65140682030321,1,8,3
翘翘,12.335659524617927,2,2,3
甜点,8.686500527183219,2,1,3
toaster,5.074390709118247,7,3,3
红的,5.245077219929343,2,8,3
剪子,1.0,2,1,3
复,0.0,1,1,3
包憬晨,6.9188632372745955,3,1,3
虾,7.575340577873319,1,38,3
洋,2.6936058425361096,1,3,3
绘声绘色,8.348728154231077,4,1,3
废弃,6.870364719583405,2,1,3
