word,info_float,len,cnt,ngm
后门,14.348244039977779,2,1,2
咕噜,6.917074279238548,2,13,2
下巴,13.238048579111975,2,9,2
纸头,11.540661670171176,2,24,2
便宜,9.601529196970638,2,9,2
预告,13.450953464712994,2,1,2
检票员,12.48101675222518,3,2,2
好吃的,8.335140994229542,3,93,2
理所当然,9.535275376620804,4,1,2
对比,10.338736382573916,2,1,2
round,9.481799431665753,5,2,2
卧,5.554588851677638,1,1,2
浆,4.392317422778761,1,1,2
siusiu,13.440609666748422,6,1,2
飞行,14.27262978497637,2,1,2
想到,14.025226093694993,2,1,2
稍稍,17.501394047793543,2,1,2
随机应变,13.277287400130357,4,1,2
咿,12.000792855469735,1,32,2
干净的,10.249682095006804,3,7,2
声,3.8859747914483407,1,391,2
up,2.606868593233593,2,44,2
打败,10.03501994782185,2,48,2
delicious,7.361943773735241,9,4,2
we,6.403653264564971,2,245,2
id,17.501394047793543,2,1,2
tse,11.296175120350327,3,4,2
浴,10.81658370778757,1,2,2
饭,7.283997048308008,1,520,2
妹妹,10.07413521575507,2,128,2
唱,9.025907276270273,1,415,2
坚持,12.70103368899685,2,13,2
铺,3.2633840041384126,1,610,2
兔崽子,13.055112935995515,3,1,2
文,13.701678487986648,1,2,2
five,10.41659959151384,4,16,2
样子,7.152262166880208,2,566,2
诗歌,12.494945229041093,2,5,2
自作主张,10.644757592516257,4,1,2
华夏,11.54399845013454,2,2,2
princesses,9.059344460824425,10,2,2
翊诚,17.501394047793543,2,1,2
疑,15.916431547072387,1,3,2
就此,10.52845411076479,2,1,2
书本,12.072015087700956,2,9,2
发芽,9.29579596540897,2,95,2
低落,9.759888183221834,2,4,2
五颜六色,12.924226323694562,4,8,2
foods,6.772723590839048,5,2,2
用心,11.707723632443681,2,3,2
happened,3.754242621626358,8,60,2
apple,9.073407932373335,5,18,2
姐,9.92690746317922,1,4,2
拍子,10.567005370247035,2,1,2
养身的,15.830277921509996,3,2,2
认领,10.85642552862553,2,1,2
区,0.6339850002884625,1,5,2
杀虫剂,10.61378946447258,3,1,2
祸害,10.437598695019659,2,2,2
整整齐齐,10.564549266141016,4,3,2
冰峰堂,12.451249786721652,3,3,2
怡希,14.592975738732186,2,4,2
拨,10.558387898175576,1,21,2
点头,10.66317293329586,2,7,2
砌,13.277287400130357,1,1,2
乡下,12.239300174364205,2,1,2
数据,13.477653003458537,2,3,2
嗽,5.321928094887363,1,1,2
特别的,9.615336286723412,3,13,2
底细,14.486395108450667,2,1,2
琴,7.251161134540444,1,56,2
对吗,11.229921840163636,2,8,2
扯,11.79677020340205,1,15,2
sense,1.9379270637390125,5,3,2
eat,8.002447363781878,3,18,2
kha,4.169925001442313,3,1,2
瞬时,12.674854307946621,2,1,2
lock,9.622051819456377,4,1,2
花草,9.272393553323495,2,3,2
晚礼服,11.816583707787572,3,1,2
诸多,14.574889131281047,2,1,2
领带,11.816583707787572,2,1,2
feet,4.226763005239682,4,4,2
柄,7.700773104254364,1,2,2
钳子,11.339259216985917,2,8,2
螺丝刀,9.909798773131264,3,9,2
classmates,7.569855608330948,10,1,2
懒洋洋,17.501394047793543,3,1,2
lulu,10.128358150613849,4,8,2
寒假,12.239300174364205,2,1,2
still,7.280502893683804,5,24,2
姜尼罗大里,3.1699250014423126,5,1,2
可怕,8.396568356246616,2,51,2
外地人,13.837535592048482,3,2,2
芯子,13.025226093694993,2,2,2
花样,10.855863310439105,2,2,2
裁判,8.778077129535358,2,1,2
去不去,8.012653927963042,3,3,2
衣裳,12.543998450134541,2,1,2
豆花,11.7138160802345,2,2,2
张贴,11.002535541599315,2,5,2
围墙,14.404796829629584,2,5,2
喂喂,15.225880801177903,2,3,2
hows,6.894817763307944,4,1,2
弱视,10.994353436858859,2,2,2
突然间,13.291936437498894,3,7,2
called,6.4522296103279855,6,10,2
尖不尖,10.23840473932508,3,1,2
趁着,9.867499385889015,2,7,2
呼呼呼呼,17.501394047793543,4,1,2
农历,10.90270662298888,2,4,2
呦呦,17.501394047793543,2,1,2
逐,17.501394047793543,1,1,2
handbag,6.34922634745611,7,4,2
跳跳糖,8.502183492924885,3,130,2
wont,7.307999269693373,4,6,2
缘故,14.486395108450667,2,1,2
正在,9.397376130599861,2,47,2
个人,7.7334242886815066,2,36,2
呼吁,7.199672344836364,2,1,2
双层,7.008791433072413,2,125,2
桶桶,17.501394047793543,2,1,2
mermaids,9.617303558692207,8,6,2
子,5.610588865265514,1,84,2
拔河,15.453134751404377,2,2,2
发现,8.660996928056303,2,308,2
老师,7.079173607040923,2,803,2
要紧,8.55900041152892,2,33,2
听听,9.27757078193977,2,45,2
扁,6.291994255294202,1,33,2
麦子茵,15.182799510013647,3,4,2
冰,10.571251607997763,1,47,2
照着,11.506088559405374,2,2,2
窄,12.60741618073169,1,11,2
钱书豪,14.260144834457595,3,2,2
峡谷,11.032504964573041,2,3,2
滩,13.176120406250227,1,3,2
e,5.085592305440427,1,7,2
好的,9.23612368616677,2,186,2
春眠不觉晓,17.501394047793543,5,1,2
白菜,11.955278298003215,2,8,2
few,8.722807531169547,3,2,2
much,5.321000667882628,4,25,2
呆,11.319498690985967,1,86,2
普通话,9.434869437933227,3,14,2
齿,7.066089190457772,1,1,2
袖套,14.27262978497637,2,1,2
厨房,11.51818098903276,2,27,2
昕毅,13.377029740121896,2,2,2
走走看,14.222469387363681,3,2,2
冷的,12.189180025333162,2,7,2
蚱蜢,13.055112935995515,2,1,2
绑,10.538900721149584,1,60,2
doll,8.722807531169547,4,2,2
虽然,11.88669490080368,2,33,2
女人,10.409922112367369,2,3,2
涂涂,11.524905600981901,2,5,2
香喷喷的,7.734709620225839,4,1,2
keleng,17.501394047793543,6,1,2
黄鹤楼,9.217841698467083,3,4,2
人体,2.584962500721156,2,1,2
惟,4.2999564210935635,1,2,2
靴子,13.728220881256805,2,2,2
野生的,14.348244039977779,3,1,2
花落知多少,12.543998450134541,5,1,2
楼儿,13.055112935995515,2,1,2
跟头,6.845830871891157,2,4,2
数字,11.331555308437894,2,19,2
刺刺,14.27262978497637,2,1,2
筷筷,9.775739609002605,2,2,2
好像,9.613162186643448,2,346,2
熊猫,11.659205361601753,2,50,2
钓,8.695253974698694,1,11,2
cream,1.0,5,9,2
眼,8.935543342713961,1,33,2
辫子,11.284477666672469,2,10,2
怪,10.249076228172582,1,27,2
ariel,9.100792167710326,5,150,2
cakes,7.066089190457772,5,1,2
数数,11.501396955874714,2,42,2
问号,12.774787059601174,2,1,2
missandrea,17.501394047793543,10,1,2
pupu,16.501394047793543,4,2,2
跘,11.994353436858859,1,1,2
y,8.535275376620802,1,1,2
相处,8.992667761788702,2,15,2
嘉宇,11.529250198769413,2,3,2
口气,14.486395108450667,2,1,2
干净,6.320608509135593,2,141,2
白,8.214271787806537,1,294,2
拇指,10.264429592581624,2,4,2
访,9.599912842187129,1,1,2
心酸,3.700439718141092,2,1,2
功用,2.8073549220576046,2,1,2
擦,9.343128103736841,1,281,2
tentententententen,17.501394047793543,18,1,2
哪有,15.179465952906181,2,5,2
cleaning,5.832890014164742,8,1,2
crayon,8.198954278651826,6,2,2
浑身,11.190442018782827,2,1,2
会和,14.76424960536716,2,1,2
强盗,10.25610894450332,2,61,2
barely,8.980139577639157,6,1,2
馅,11.386843941691692,1,13,2
扁扁,10.606034452553953,2,6,2
格子,10.11057527937265,2,9,2
放放,12.304230953967746,2,17,2
看上去,10.528248867587783,3,13,2
脱,8.83697787600288,1,61,2
果树,10.188614363996608,2,11,2
brave,5.426264754702098,5,1,2
写字板,14.277549674469247,3,3,2
译,7.53521062755681,1,3,2
戴,9.789295277400576,1,160,2
略微,13.440609666748422,2,1,2
教师,17.501394047793543,2,1,2
私人,16.501394047793543,2,2,2
贡丸,13.367643008606626,2,8,2
寓意,14.486395108450667,2,1,2
根根,12.713816080234498,2,1,2
摸了摸,11.382534845663661,3,5,2
纸条,5.45569599392173,2,2,2
放学,11.177840806351023,2,12,2
泻,8.7714894695006,1,1,2
眼前,12.457077241155414,2,2,2
咕,6.347419080019453,1,18,2
这里,6.786711423770623,2,2240,2
脑,5.247927513443585,1,2,2
属,14.284376557823895,1,5,2
趾头,11.646874251814808,2,6,2
早,10.611145343436826,1,56,2
姨妈,14.05943075654387,2,4,2
西部牛仔,12.160919235868008,4,3,2
屁墩儿,12.617467465294197,3,1,2
湿湿,11.283549739138069,2,11,2
jaguar,12.242990992246234,6,3,2
nose,5.286510071791073,4,7,2
量量,17.501394047793543,2,1,2
touchy,9.361943773735241,6,1,2
陌生,13.938012157931873,2,2,2
可以,6.7179709757839055,2,2322,2
洗一洗,10.598799442839955,3,13,2
甩来甩去,8.616402505044704,4,2,2
宝剑,14.37951244671352,2,2,2
塌,13.527232626447566,1,1,2
hens,4.785850668206028,4,3,2
停止,10.644757592516257,2,1,2
对了,9.359699586113267,2,82,2
通常,12.782073719542494,2,11,2
ys,3.4594316186372978,2,1,2
even,8.234967452117537,4,8,2
喷器,17.501394047793543,2,1,2
菜花,15.114807464525173,2,4,2
总要,17.501394047793543,2,1,2
蹦蹦跳跳,11.284830900216344,4,16,2
尝,11.837695532441003,1,20,2
当,7.883243912238317,1,439,2
状态,5.27790181737515,2,3,2
袋子,12.228226484542285,2,21,2
babada,3.8571227588330617,6,2,2
类,2.451830953773368,1,5,2
粉笔,13.21541166628216,2,4,2
只要,7.016765300363796,2,169,2
woo,14.916431547072387,3,6,2
机,6.9740784081208975,1,16,2
间,7.610229803855702,1,22,2
