word,info_float,len,cnt,ngm
teichhuhn,7.62921808299815,9,8,4
bleibe,9.82941584905937,6,4,4
letztens,3.160964047443681,8,2,4
aufstapeln,0.0,10,1,4
freiburg,2.1654445244429965,8,4,4
glattfisch,1.9036774610288023,10,2,4
sausen,2.99487019076567,6,17,4
改,0.6666666666666666,1,3,4
schokoladeneis,4.858080946260374,14,7,4
flughöhe,0.0,8,1,4
feststecken,3.700439718141092,11,1,4
ihrer,1.2661410711460597,5,30,4
gehen,2.7024842706549452,5,945,4
gehauen,0.8987195704631268,7,6,4
fortschritte,0.5,12,4,4
putenschnitzel,3.2529984606098727,14,5,4
鯊魚,4.396641759563495,2,40,4
minikrebse,8.731319031025064,10,1,4
tauchermasken,7.257387842692652,13,1,4
北冰洋,6.886933630198207,3,17,4
伸展,18.16157970255985,2,1,4
hinkriegst,3.254309496230523,10,7,4
fixundfertig,3.700439718141092,12,1,4
bolzen,0.5,6,2,4
erwachsenenhaut,0.0,15,1,4
verdacht,1.5234280685160266,8,26,4
levis,18.16157970255985,5,1,4
wohnte,1.292481250360578,6,2,4
festklemmen,3.771451095069522,11,4,4
planschen,7.318322291609625,9,11,4
möw,2.0,3,1,4
rumfuhrwerken,6.053859900853284,13,3,4
stilles,2.2739194692557354,7,5,4
zeitungsspritze,10.583082767502933,15,1,4
覺得,3.957058061131474,2,30,4
angekuppelt,3.1699250014423126,11,1,4
celebrating,3.8812853965915743,11,3,4
aufzuschreiben,1.5849625007211563,14,1,4
baggerbuch,5.649794060691218,10,3,4
kugelig,1.723308333814104,7,3,4
phänomenalo,0.0,11,1,4
beschmalte,5.08746284125034,10,1,4
zerknüll,9.080789851279926,8,2,4
karwendelbahn,3.9068905956085187,13,1,4
gleichzeitig,1.3067021816564401,12,29,4
blink,14.274043454940475,5,4,4
position,3.214618729924908,8,3,4
sachsenmilchag,0.0,14,1,4
aufholen,4.303665156874805,8,2,4
ausgetrocknet,6.155252830299288,13,4,4
groß,3.033938475939305,4,504,4
tanker,12.035486451292154,6,1,4
vogel,4.136066241832931,5,71,4
billige,10.217957697864113,7,1,4
aktuell,5.169925001442312,7,2,4
touristeninformation,2.321928094887362,20,1,4
glieder,0.0,7,4,4
發射,8.454975267586015,2,6,4
alarmsignal,3.5849625007211565,11,1,4
hängebauchschweinchen,9.938109326219239,21,1,4
灯光,0.0,2,1,4
