word,info_float,len,cnt,ngm
耿禹庭,17.501394047793543,3,1,4
润润的,0.0,3,1,4
呐,5.394172590909646,1,136,4
轮子,4.655805508143612,2,174,4
非洲,15.018112311342497,2,3,4
作家,6.6626574808355,2,9,4
四脚朝天,17.501394047793543,4,1,4
make,3.6815399717347392,4,26,4
做操,6.44960794944876,2,21,4
siousiou,4.825948890235574,8,6,4
小燕子,8.750697023896771,3,2,4
走不走,17.501394047793543,3,1,4
报幕员,3.5849625007211565,3,1,4
啃,5.159478044203456,1,12,4
手腕,12.431847209581745,2,14,4
出差,5.0480683868953555,2,4,4
哄,6.940993462620754,1,39,4
结巴,0.0,2,2,4
缺乏,0.0,2,1,4
凯蒂,5.507974783840456,2,7,4
爸爸,4.404931094044326,2,2833,4
jack,13.017805684026131,4,4,4
myu,0.0,3,1,4
标题,5.62303566769077,2,4,4
远远地,1.0875718800275616,3,88,4
tock,0.0,4,3,4
享受,3.6720625772832944,2,4,4
yum,17.501394047793543,3,1,4
瓤,5.357552004618084,1,1,4
像模像样地,17.501394047793543,5,1,4
瞧瞧,9.54317827425735,2,2,4
乡下,11.166163082646113,2,1,4
王子,3.565432314852851,2,144,4
然而,16.501394047793543,2,2,4
发动,5.20945336562895,2,1,4
从前,10.104789540778214,2,17,4
瓜子,3.1937198600538284,2,5,4
结婚,2.554346505000946,2,32,4
闪光,3.321928094887362,2,1,4
念念,5.370733493200574,2,2,4
棒的,3.3876953877332703,2,5,4
物体,3.0,2,1,4
gou,9.76983784362944,3,1,4
学堂,0.0,2,1,4
半圆,8.853230748513688,2,12,4
密密麻麻,6.807354922057604,4,1,4
面筋,0.3899750004807709,2,3,4
新党,10.335659524617927,2,2,4
皮,2.9949610416922385,1,191,4
嗓子,10.026903328457854,2,3,4
又,4.65322522453348,1,1846,4
可不,5.948058964180049,2,7,4
老爷爷,8.316852801325231,3,10,4
网,0.9993103244973334,1,284,4
摸一摸,9.507108211300512,3,27,4
know,1.489022064489993,4,275,4
过头,1.4036774610288023,2,2,4
一本正经地,2.584962500721156,5,1,4
公主,6.048806130068773,2,73,4
浦东新区,0.0,4,1,4
monster,5.273277641327628,7,6,4
累不累,4.745587221190529,3,3,4
monsters,5.977279923499918,8,2,4
周游,2.8073549220576046,2,1,4
所以,7.105599361661158,2,1036,4
平面,4.13339327034745,2,2,4
鱼,3.4282864051365873,1,621,4
水芹,6.6077740475603015,2,3,4
钥匙,10.264097617207094,2,25,4
医院,2.545941070163492,2,111,4
悄悄地,6.515909118003654,3,4,4
旱冰,3.8362126709857476,2,2,4
舔一舔,3.5374672719855798,3,12,4
unh,10.57798095136749,3,44,4
淌,12.136991112080231,1,1,4
蟑,0.0,1,1,4
摄,1.0,1,1,4
可是,7.739348859350266,2,808,4
太姥姥,11.529250198769413,3,3,4
读,4.897531034049527,1,193,4
方形,8.507905029132079,2,10,4
achoo,0.0,5,1,4
线条,4.102687363236245,2,4,4
相像,3.4539812579117473,2,3,4
爸,9.236935230266369,1,23,4
班级,4.812435815635944,2,9,4
艾莫,17.501394047793543,2,1,4
空手,5.9553666126795815,2,17,4
毯子,3.847726091419117,2,6,4
地铁,5.132592339230489,2,6,4
冷一冷,17.501394047793543,3,1,4
nazal,0.0,5,1,4
including,0.0,9,1,4
空气,4.574098556239519,2,22,4
叶子,4.398068837578112,2,70,4
吃醋,5.584962500721157,2,1,4
高度,0.861654166907052,2,3,4
孔,3.1699250014423126,1,1,4
simba,16.501394047793543,5,2,4
stars,2.321928094887362,5,1,4
扔,3.0373298309017316,1,393,4
乐,3.9288041264543585,1,23,4
how,7.001514021432338,3,119,4
calling,4.754887502163469,7,1,4
好心,2.118079772584614,2,72,4
wants,2.1639657321939882,5,18,4
早饭,3.5009348936108426,2,15,4
安上,17.501394047793543,2,1,4
画风,0.0,2,1,4
观察力,9.54317827425735,3,2,4
不得了,1.6392765874363213,3,12,4
方便,2.0193559998338233,2,9,4
翻,3.568725630039181,1,725,4
现实,6.741467997513861,2,5,4
以及,0.0,2,2,4
过去不过去,17.501394047793543,5,1,4
drinks,0.0,6,2,4
gesture,0.0,7,1,4
赵,11.000929365195695,1,3,4
卡片,4.387106525388696,2,27,4
糕,5.833798015931181,1,3,4
配合,2.603217159235948,2,6,4
动物们,9.24741245908083,3,7,4
卢柑,6.632299994806625,2,3,4
像像,16.501394047793543,2,2,4
过早,0.0,2,1,4
果树,3.3233944769153356,2,11,4
cheese,4.375348511948386,6,4,4
编程,0.0,2,1,4
poopoo,17.501394047793543,6,1,4
灰姑娘,6.647873680304381,3,12,4
喀滋喀滋,0.0,4,1,4
disneyland,0.0,10,1,4
唱歌,5.450581286392898,2,139,4
认不得,5.265690730258156,3,2,4
画画看,8.750697023896771,3,4,4
honest,0.0,6,1,4
纪念,1.5364125003090672,2,7,4
围嘴儿,14.776471443116971,3,2,4
圆形,9.06926723753903,2,65,4
哪有,15.179465952906181,2,5,4
探讨,1.5849625007211563,2,1,4
漫画,8.529831732938868,2,3,4
仙人掌,10.149747119504683,3,1,4
怪兽,4.288445225995513,2,182,4
巨,10.034798962577268,1,1,4
beginning,0.0,9,2,4
车体,15.046593069222439,2,3,4
版,0.5,1,2,4
from,1.8649321493848692,4,61,4
录音带,7.850526792371573,3,17,4
alice,17.501394047793543,5,1,4
提供,0.5,2,2,4
好吃的,3.478356933267284,3,93,4
非常的,7.22518679520305,3,2,4
进入,5.436065600538178,2,3,4
酸不酸,17.501394047793543,3,1,4
尼克,8.750697023896771,2,2,4
kinds,0.8918863237274597,5,5,4
团团,7.234526397482689,2,4,4
上次,9.76475957446169,2,55,4
vegetarian,1.5588831732700212,10,5,4
鸡块,5.093075901821324,2,5,4
钳子,7.0640196096681995,2,8,4
开小差,1.292481250360578,3,2,4
大陆,1.2299494239009365,2,5,4
罗,2.1266534503370975,1,9,4
座椅,0.7924812503605781,2,2,4
陈家门,0.0,3,2,4
嘿,8.68069698272567,1,329,4
wikipediaed,5.954196310386876,11,1,4
控制,2.1586521244289116,2,7,4
拜托,10.05854534888788,2,18,4
happybirthdaytoyou,17.501394047793543,18,1,4
hiao,7.339850002884625,4,1,4
hiou,10.149747119504683,4,1,4
泪,0.0,1,1,4
order,1.6814647064528179,5,3,4
马达,0.0,2,1,4
增加,0.0,2,1,4
班,0.536342110820281,1,398,4
心急,0.0,2,1,4
蹿,8.588714635582265,1,1,4
sits,0.0,4,2,4
q的,0.0,2,1,4
共,5.4136401064689235,1,4,4
算不算,12.136670762341845,3,1,4
搞笑,5.531960491837374,2,4,4
布布,0.5,2,2,4
胡思乱想,0.0,4,1,4
茶几,14.522312528524273,2,3,4
咚咚咚,8.750697023896771,3,2,4
帽,5.7013826701708,1,7,4
力度,17.501394047793543,2,1,4
guy,0.8800622432575209,3,42,4
啊嗯,17.501394047793543,2,1,4
步,1.6517072989995207,1,32,4
sam,9.250697023896771,3,2,4
邀请,9.911661071340452,2,2,4
地土,9.91139198784346,2,1,4
晃来晃去,1.0,4,1,4
hammer,3.0,6,1,4
天哪,11.70653422430683,2,12,4
盖,5.167150424762485,1,254,4
坏,3.214344264392654,1,525,4
但是,8.472974492265623,2,375,4
黑熊,0.0,2,2,4
歌仔戏,7.199672344836364,3,1,4
pattern,1.0849625007211563,7,4,4
帽子,5.3862287197333,2,82,4
飞跃,4.89067985676233,2,2,4
防御,0.0,2,2,4
真实,3.1612114265998645,2,9,4
芯子,0.0,2,2,4
doing,0.4830354075538159,5,144,4
英俊,0.0,2,2,4
不止,2.54373142062517,2,2,4
群,5.297965682997781,1,13,4
k,10.354249381945241,1,1,4
coming,0.8213686025309735,6,9,4
saved,0.709053167746437,5,8,4
tonight,1.0,7,1,4
麻将,2.702841485592723,2,3,4
drinking,1.2610985298396133,8,4,4
杰克,5.857980995127572,2,1,4
劳动节,17.501394047793543,3,1,4
解体,0.0,2,1,4
show,4.584700436921756,4,69,4
哔,2.0131751560908544,1,16,4
起床,3.2193634786819967,2,35,4
显得,0.0,2,1,4
仰,2.2473989582559195,1,19,4
麻利,17.501394047793543,2,1,4
响,1.1430269439376257,1,119,4
hidden,0.0,6,1,4
友好,0.4444444444444444,2,9,4
醒醒,0.5,2,2,4
破,1.6597107537672888,1,247,4
跪,11.105215150661753,1,17,4
嘴巴,5.512633394212133,2,286,4
想到,7.209453365628949,2,1,4
工程师,4.5041593339750925,3,6,4
栽,3.1322015937272862,1,3,4
甜歆,8.750697023896771,2,2,4
风暴,0.0,2,1,4
一家人,5.517445442943656,3,6,4
苏打水,1.0,3,1,4
麦子,4.995700739214306,2,44,4
口口,9.034798962577268,2,2,4
诸多,0.0,2,1,4
十字路口,4.857980995127573,4,1,4
老抽,1.0,2,1,4
手心,17.501394047793543,2,1,4
物归原主,3.700439718141092,4,1,4
全用器,12.051548838440402,3,1,4
就此,8.413627929024173,2,1,4
grownups,0.0,8,2,4
展,8.750697023896771,1,2,4
中小,1.7332241149454548,2,3,4
爷爷,6.735316590579299,2,169,4
满意地,1.2049032813717362,3,3,4
橙红色,0.0,3,2,4
零件儿,2.0,3,1,4
宝贝,7.718450557196549,2,73,4
海龟,11.174356030217304,2,3,4
傣,10.373952655370193,1,1,4
照,5.593713283769862,1,174,4
他说,10.096715154488537,2,1,4
小孩子,8.335534838179598,3,35,4
jaguar,7.715083412522755,6,3,4
利用,3.1127765967405114,2,6,4
eating,4.670076585337559,6,14,4
老婆婆,9.031535845584603,3,4,4
来来往往,17.501394047793543,4,1,4
直升机,14.155437489619421,3,3,4
等下,10.072931831079803,2,29,4
马马逆,12.70444754931432,3,8,4
澎澎,6.4660251160953095,2,5,4
大便,5.284680725936151,2,10,4
乒乓球,17.501394047793543,3,1,4
赞助,4.247927513443586,2,1,4
失散,1.0,2,1,4
首先,9.149789704868173,2,55,4
掉掉,7.305771651767452,2,9,4
珍珠,8.750697023896771,2,2,4
回复,0.0,2,1,4
徒生,17.501394047793543,2,1,4
纸条,0.0,2,2,4
促销,0.0,2,1,4
摩拖车,3.4222621802316335,3,3,4
多余的,12.214622686302336,3,1,4
nn,2.584962500721156,2,1,4
飞快地,3.805500217728111,3,5,4
禁闭,5.321928094887363,2,1,4
ariels,1.1425515101801362,6,12,4
壁,0.0,1,2,4
公斤,2.2759433644279974,2,29,4
姨,9.855637235091404,1,17,4
加热,0.9287712379549449,2,5,4
seen,1.1706380955279885,4,16,4
衣帽架,0.0,3,1,4
脚踏车,5.765038289697429,3,16,4
挠头,17.501394047793543,2,1,4
蔫儿,0.0,2,1,4
起子,10.354249381945241,2,1,4
doggy,7.772292891030438,5,4,4
干净,2.3534216298011272,2,141,4
要要,3.8687116677559965,2,4,4
teddybear,3.5232713078818607,9,10,4
bopomofo,12.051548838440402,8,1,4
稀奇,2.0,2,1,4
天母,5.930737337562887,2,1,4
第几,5.2574947554449984,2,26,4
garden,1.6573391550199026,6,4,4
一如既往,2.4573771923633267,4,15,4
柚子,8.070766038645353,2,8,4
威猛的,3.8073549220576046,3,1,4
骨,4.064641508472483,1,2,4
没有没有,3.321928094887362,4,1,4
媳妇,17.501394047793543,2,1,4
垃圾桶,2.052545917848471,3,448,4
得得得,7.8826430493618425,3,1,4
紧紧的,0.0,3,5,4
欠佳,0.0,2,1,4
蚂蚱,16.501394047793543,2,2,4
括号,9.079679462554342,2,2,4
柴,0.856602495542416,1,17,4
约束,0.5283208335737187,2,3,4
圈养,1.292481250360578,2,2,4
效果,7.320275222143613,2,3,4
木板,3.6631401893731503,2,37,4
描写,2.0,2,2,4
观雀楼,0.40163442712391206,3,9,4
总归,4.625348511948386,2,4,4
陀螺,11.936714339214896,2,3,4
联想,5.833798015931181,2,3,4
指甲,1.944599338643727,2,9,4
sonia,1.0,5,1,4
mexico,8.750697023896771,6,2,4
颈子,1.2334799060470307,2,3,4
师父,2.321928094887362,2,1,4
必,5.349345021237761,1,4,4
风扇,0.9915355086916834,2,11,4
依赖,0.3333333333333333,2,3,4
看上去,6.4660914296634875,3,13,4
耳光,6.247927513443586,2,1,4
筐子,3.9068905956085187,2,1,4
ursula,4.861950834911032,6,66,4
感谢,3.52097179122156,2,9,4
号码,2.710089445926743,2,15,4
lost,1.8022315643607376,4,8,4
someones,0.0,8,1,4
实际上,8.759144052502117,3,20,4
它们,5.319133729701797,2,675,4
呼吸,1.4089481939369708,2,7,4
鸟,3.6150676600314635,1,247,4
was,3.714423036224942,3,18,4
梳梳,17.501394047793543,2,1,4
巴巴巴,6.022367813028454,3,1,4
对讲机,11.856971149822478,3,8,4
video,0.0,5,5,4
有关,5.623134329497846,2,4,4
录音机,6.504132412833547,3,41,4
pleasure,0.0,8,1,4
慢慢,6.016701201108578,2,229,4
呆,7.385428130709864,1,86,4
elsa,3.9669150689960397,4,204,4
芹菜,9.271018039054717,2,11,4
hans,3.11605566861111,4,29,4
怕不怕,7.065460838992433,3,58,4
手提包,10.891734396393204,3,4,4
生,4.550505775197135,1,33,4
笼,4.932253076914387,1,5,4
上楼,9.821715021463834,2,4,4
惊讶,0.0,2,2,4
漱漱口,17.501394047793543,3,1,4
村民,9.72382143851279,2,5,4
外头,5.725412780901597,2,7,4
negotiate,1.0,9,1,4
佣人,6.357552004618085,2,1,4
仙,6.209453365628949,1,1,4
捐,11.254217537407609,1,2,4
不见,3.0260660119044,2,348,4
对着,6.272404632861926,2,16,4
punching,4.0,8,1,4
垃圾袋,1.6257439187307834,3,49,4
特殊,0.0,2,1,4
进步,0.9726699641905826,2,8,4
种地,0.0,2,1,4
点名,6.517382491016872,2,3,4
nap,0.0,3,1,4
溅,2.321928094887362,1,1,4
ringpop,8.8789684273287,7,2,4
told,3.1140514430930346,4,17,4
铺垫,0.0,2,1,4
天地,0.0,2,4,4
封皮,2.5130529370360106,2,3,4
power,0.3584962500721156,5,10,4
癞子头,2.584962500721156,3,1,4
起毛,7.807354922057604,2,1,4
退,3.031122214854811,1,6,4
特征,7.090388875842553,2,60,4
饼饼,5.966961726650088,2,10,4
树干,8.144314188644268,2,22,4
been,1.5849625007211563,4,1,4
琴,2.115761195093166,1,56,4
continue,2.7472237595418223,8,4,4
孙悟空,6.096960272977257,3,9,4
挑战,0.0,2,2,4
池,5.537671889299249,1,7,4
晾,4.896904779616687,1,26,4
凉快凉快,1.5849625007211563,4,1,4
四分之一,7.025774419220201,4,2,4
傻乎乎,17.501394047793543,3,1,4
妮妮,8.750697023896771,2,2,4
阿拉丁,9.404708227025864,3,2,4
看到,5.507451500272229,2,251,4
皇后,1.3833680830505761,2,11,4
暧,17.501394047793543,1,1,4
大摇大摆,8.750697023896771,4,2,4
小雷,0.0,2,1,4
午睡,4.251912868997875,2,2,4
炸,4.614825191167791,1,23,4
wellsworth,0.0,10,1,4
咕咾肉,17.501394047793543,3,1,4
三角龙,17.501394047793543,3,1,4
disk,0.0,4,1,4
野性,4.700439718141093,2,1,4
辈子,1.0,2,2,4
屁墩,0.0,2,1,4
shouting,0.0,8,1,4
wear,1.992250803540169,4,11,4
尝试,17.501394047793543,2,1,4
玫,3.8073549220576046,1,1,4
sister,1.0112478901464395,6,66,4
鼹鼠,5.545647332403325,2,15,4
马槽,1.0,2,1,4
分别,8.750697023896771,2,2,4
惠敏,10.646577029572622,2,3,4
原谅,0.5023835356339147,2,159,4
侧,1.5849625007211563,1,1,4
喝,4.739565243422365,1,751,4
铃谷,3.0111410005124832,2,3,4
喉咙,4.263034940807395,2,6,4
嘴角,17.501394047793543,2,1,4
missandrea,17.501394047793543,10,1,4
年轻,13.851178293656778,2,3,4
据,5.8370961340728424,1,2,4
机关枪,7.125149208953166,3,2,4
按,5.954343700363019,1,128,4
弈,16.501394047793543,1,2,4
爪子,2.9358217523056584,2,59,4
大鹏鸟,17.501394047793543,3,1,4
didnt,3.4096746828963638,5,19,4
应,4.294902786893821,1,6,4
头顶,11.663404954557583,2,3,4
拜拜,5.078177309629491,2,94,4
后面,5.085166536733619,2,360,4
another,2.338163451915844,7,34,4
岗亭,8.550746785383243,2,1,4
白茫茫的,4.845982120125401,4,3,4
watching,2.125871324015922,8,5,4
whale,2.292481250360578,5,2,4
wxyg,7.426264754702098,4,1,4
辛不辛苦,0.0,4,1,4
草原,1.7991671690132842,2,25,4
树枝,1.9668129617496928,2,13,4
交通,0.14285714285714285,2,7,4
晒,3.852968201927401,1,39,4
游动,17.501394047793543,2,1,4
沙包,3.6798310254672826,2,10,4
benji,17.501394047793543,5,1,4
星期五,9.22641422250641,3,5,4
关于,3.8264351927581783,2,41,4
存,4.392317422778761,1,1,4
kien,17.501394047793543,4,1,4
aunt,0.0,4,2,4
暑假,6.568335381170923,2,2,4
animal,1.0,6,3,4
夹克,7.266786540694902,2,1,4
礼,0.0,1,3,4
级,8.750697023896771,1,2,4
gougougei,16.501394047793543,9,2,4
姐姐们,1.5849625007211563,3,1,4
不足,0.0,2,1,4
婚纱,0.0,2,3,4
女孩,4.053060386826416,2,55,4
小鬼头,8.951757083835064,3,4,4
伯伯,2.025041115847078,2,44,4
工资,0.0,2,3,4
sunflowers,9.139551352398794,10,1,4
方便的,11.509280168087859,3,1,4
餐,2.5356495383614606,1,9,4
哈利波特,0.0,4,1,4
五,4.517285547392571,1,289,4
壮的,8.294620748891626,2,1,4
譬如,16.501394047793543,2,2,4
triton,1.1148579046593243,6,4,4
开开看,9.082581085945685,3,2,4
这儿,4.339460547650737,2,358,4
daddys,1.9036774610288023,6,2,4
前前后后,7.321928094887362,4,1,4
characters,1.861654166907052,10,3,4
走近,5.997493144389425,2,9,4
阿卡,8.929702142447665,2,3,4
字典,0.0,2,1,4
监控,0.3333333333333333,2,3,4
castle,1.1148350581388353,6,20,4
烦,5.373204434285941,1,17,4
心血来潮,1.0,4,1,4
鳄鱼,7.982150875155865,2,55,4
揩揩,0.5,2,2,4
汽艇,9.54317827425735,2,2,4
常见,3.959861083204261,2,3,4
