word,info_float,len,cnt,ngm
bigbears,9.01791280350893,8,3,4
policemanplod,16.733717254864363,13,3,4
eggmcmuffin,1.5849625007211563,11,1,4
swish,4.8455556982669625,5,285,4
threeblindmice,1.0,14,1,4
spoonll,8.233619676759702,7,1,4
stairwell,2.321928094887362,9,2,4
就,2.480679950034623,1,851,4
christingleservice,10.040289721025717,18,1,4
bennythebreakdown,9.103287808412022,17,1,4
ours,6.573300344192215,4,309,4
chorse,4.392317422778761,6,1,4
moonlight,4.269372851680677,9,16,4
spontaneously,3.7511809338606676,13,5,4
danielpots,7.74819284958946,10,1,4
toothys,14.887934549983502,7,1,4
yadayada,21.483575204401,8,1,4
outof,3.625202537317493,5,3940,4
matted,2.1925792010674523,6,5,4
daya,15.906268205213838,4,2,4
whoops,9.527764811100452,6,3782,4
coastal,10.7417876022005,7,2,4
theseuns,0.0,8,1,4
bombombom,18.898612703679845,9,6,4
carney,1.3861474675125773,6,5,4
bogack,2.2924812503605785,6,4,4
grottier,0.0,8,1,4
tonic,7.446507547745458,5,23,4
tiggerthetiger,20.483575204401,14,2,4
greys,0.0,5,1,4
躲,2.4406426982957874,1,3,4
gi,10.626575428870526,2,27,4
空气,1.5849625007211563,2,1,4
soa,14.680359523513713,3,1,4
gotta,6.768386077660068,5,3747,4
ninini,21.483575204401,6,1,4
feew,0.0,4,1,4
kh,13.715327421382545,2,11,4
dunkirk,7.161191734800333,7,3,4
说不定,7.161191734800333,3,3,4
尝尝,0.0,2,1,4
hearken,15.320200152940172,7,4,4
gloat,9.47679415896727,5,2,4
carolyn,11.575445349104882,7,8,4
lobby,6.183793311523729,5,14,4
limiter,7.515699838284044,7,1,4
tidying,7.0820144812448795,7,327,4
leotard,4.302227775628821,7,9,4
dir,7.768072459995816,3,4,4
toeing,6.084962500721156,6,2,4
explosives,0.0,10,1,4
custodian,9.39231742277876,9,1,4
gumbaya,4.643856189774724,7,1,4
ballets,13.553869243196068,7,1,4
numbskull,13.83669988164051,9,2,4
godfreys,7.712285585865013,8,4,4
clays,17.200841082971323,5,7,4
scottentot,2.584962500721156,10,1,4
handfuls,5.37089380110025,8,4,4
monstersinc,7.368750296925514,11,51,4
perpatas,20.483575204401,8,2,4
kathy,8.113283476327215,5,152,4
meters,3.3044894244660283,6,4,4
defiantly,7.044394119358453,9,1,4
cheekyspice,21.483575204401,11,1,4
astrids,10.239842773085968,7,2,4
easterbunny,7.756920038410249,11,49,4
llil,10.047123912114026,4,1,4
porkchoppies,21.483575204401,12,1,4
mari,7.4044303379065495,4,6,4
macandcheese,21.483575204401,12,1,4
batters,11.979698456270064,7,2,4
joke,5.67039437607695,4,206,4
textured,3.017522683601385,8,3,4
dscheeww,9.824958740528523,8,1,4
andersonandmccauleys,0.0,20,1,4
coupling,9.3332582188593,8,7,4
轮子,15.90836527735581,2,2,4
pushes,5.2236354003228165,6,80,4
purding,21.483575204401,7,1,4
auntiebarbra,0.0,12,1,4
dzzz,21.483575204401,4,1,4
florene,6.415752592542663,7,2,4
commit,3.1490474390361025,6,4,4
球球,0.5339850002884625,2,10,4
casket,0.0,6,1,4
delight,1.0359968789305871,7,17,4
姑妈,5.426264754702098,2,1,4
merrily,4.860282624255674,7,141,4
newest,7.041623529790005,6,11,4
bernadette,2.1961587113893803,10,2,4
docks,5.45352111999821,5,13,4
sxxx,5.247927513443585,4,1,4
dipping,9.79899622199128,7,11,4
marions,10.843566372171674,7,3,4
ab,13.333540807572724,2,9,4
semester,2.031030327957297,8,4,4
unfair,4.29292350774142,6,5,4
temperature,4.0972961986908585,11,175,4
peanutss,21.483575204401,8,1,4
poorsallys,7.6293566200796095,10,1,4
肚子,3.274039755880473,2,17,4
kooshballs,2.1609640474436813,10,2,4
thrifty,6.6293566200796095,7,1,4
hicciuppies,0.0,11,1,4
ibrox,7.209453365628949,5,1,4
auntniece,3.9068905956085187,9,2,4
weeds,5.011610936608443,5,94,4
petes,9.50969902819772,5,23,4
heidi,9.258240818680303,5,114,4
humsahs,21.483575204401,7,1,4
skies,5.780981787465127,5,30,4
asteroids,0.0,9,4,4
grasses,5.456370974456119,7,7,4
gallops,1.0,7,1,4
appropriately,2.0619818783608963,13,4,4
admires,3.8073549220576046,7,1,4
哎呦,14.904543561401718,2,56,4
deal,5.796239528893806,4,248,4
oakwood,7.213750327424045,7,4,4
roaming,5.677838949134968,7,8,4
puth,8.491853096329676,4,1,4
sapphire,7.333832988488543,8,2,4
susieq,20.483575204401,6,2,4
habitats,3.4101766198823182,8,6,4
peeweeman,8.87488361318791,9,4,4
amysquamys,6.491853096329675,10,1,4
bluff,7.161191734800333,5,3,4
resolution,3.3639602272815994,10,2,4
cardinals,12.453356282392685,9,14,4
idontknow,4.392317422778761,9,2,4
jawr,3.4594316186372978,4,1,4
milkie,8.591903066428706,6,9,4
retune,6.209453365628949,6,1,4
lawrence,17.76218009493407,8,3,4
短裤,2.8073549220576046,2,1,4
avwah,21.483575204401,5,1,4
oooh,6.098032082960527,4,2,4
stinked,14.704119788513019,7,1,4
fedex,12.036173612553485,5,1,4
skater,5.37089380110025,6,4,4
mice,5.888274419126898,4,468,4
bics,0.0,4,1,4
vavava,21.483575204401,6,1,4
trailing,20.483575204401,8,2,4
charlene,13.37517060945848,8,9,4
littlerascals,0.0,13,1,4
raaa,19.483575204401,4,4,4
slingers,0.0,8,3,4
elaborated,0.0,10,1,4
midwifes,4.448676291713425,8,3,4
mermer,21.483575204401,6,1,4
gummybear,0.0,9,1,4
ohhhwee,21.483575204401,7,1,4
ulah,21.483575204401,4,1,4
symbolize,3.0,9,1,4
ramsis,15.53692683487455,6,28,4
akeek,21.483575204401,5,1,4
ives,0.5849625007211563,4,2,4
kevintheteenager,9.816694523616347,16,4,4
nurture,1.0,7,1,4
angelgabriel,10.659995892429977,12,1,4
martina,21.483575204401,7,1,4
fieldhampark,4.459431618637297,12,1,4
misslonsdale,0.0,12,4,4
collections,5.6199088061952205,11,4,4
oopsies,15.571791411128876,7,5,4
duckydazzle,0.0,11,1,4
aw,10.16128044398732,2,2393,4
traderjoes,4.321928094887363,10,1,4
