"uni_lemma","category","lexical_category","concreteness","language1","definition1","aoa1","surprisal_1gm1","lstm_surp_resid1","language2","definition2","aoa2","surprisal_1gm2","lstm_surp_resid2","aoa_diff","surprisal_1gm_diff","lstm_surp_resid_diff"
"bite","action_words","predicates",-0.180985074823799,"German","beißen",24.8701591471884,1.10554364611594,-0.312378099819306,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-2.5575929592171,-1.19696459518295,-2.29280036639206
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,-5.5054713033908,0.029365253442104,-0.15064811783194
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,-4.3645141402183,-1.59053108516418,0.055269076555423
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,-2.37653252047,0.01535692319442,-0.153258443207908
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,1.4072529986165,0.510458098128602,-0.402793328602328
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,-2.9977279877699,0.505447093501181,-0.415823534292005
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-5.8847362422624,-1.74770603849576,-1.31586680550738
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,-3.0264937255273,-1.43594278121636,-0.0256599535979281
"bite","action_words","predicates",-0.180985074823799,"English (American)","bite",21.9384322238397,0.199833463190375,-0.526100428023191,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-5.4893198825658,-2.10267477810852,-2.50652269459594
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,1.1409571631725,-1.61989633860629,0.205917194387363
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,3.1289387829208,-0.014008330247684,-0.002610325375968
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,6.9127243020073,0.481092844686498,-0.252145210770388
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,2.5077433156209,0.476081840059077,-0.265175416460065
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-0.3792649388716,-1.77707129193786,-1.16521868767544
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,2.4789775778635,-1.46530803465847,0.124988164234012
"bite","action_words","predicates",-0.180985074823799,"English (British)","bite",27.4439035272305,0.170468209748271,-0.375452310191251,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,0.0161514208250004,-2.13204003155062,-2.355874576764
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,1.9879816197483,1.60588800835861,-0.208527519763331
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,5.7717671388348,2.10098918329279,-0.458062405157751
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,1.3667861524484,2.09597817866537,-0.471092610847428
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-1.5202221020441,-0.15717495333157,-1.3711358820628
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,1.338020414691,0.15458830394782,-0.0809290301533511
"bite","action_words","predicates",-0.180985074823799,"Spanish (European)","morder",26.302946364058,1.79036454835456,-0.581369504578614,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-1.1248057423475,-0.51214369294433,-2.56179177115136
"bite","action_words","predicates",-0.180985074823799,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,3.7837855190865,0.495101174934182,-0.24953488539442
"bite","action_words","predicates",-0.180985074823799,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,-0.621195467299898,0.490090170306761,-0.262565091084097
"bite","action_words","predicates",-0.180985074823799,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-3.5082037217924,-1.76306296169018,-1.16260836229947
"bite","action_words","predicates",-0.180985074823799,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,-0.649961205057298,-1.45129970441079,0.12759848960998
"bite","action_words","predicates",-0.180985074823799,"English (Australian)","bite",24.3149647443097,0.184476539995955,-0.372841984815283,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-3.1127873620958,-2.11803170130294,-2.35326425138803
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,-4.4049809863864,-0.00501100462742099,-0.013030205689677
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-7.2919892408789,-2.25816413662436,-0.913073476905053
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,-4.4337467241438,-1.94640087934497,0.3771333750044
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Beijing)","咬",20.5311792252232,-0.310624634938227,-0.123307099420863,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-6.8965728811823,-2.61313287623712,-2.10372936599361
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,-2.8870082544925,-2.25315313199694,-0.900043271215376
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,-0.0287657377574,-1.94138987471755,0.390163580694077
"bite","action_words","predicates",-0.180985074823799,"Mandarin (Taiwanese)","咬",24.9361602116096,-0.305613630310806,-0.110276893731186,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-2.4915918947959,-2.6081218716097,-2.09069916030394
"bite","action_words","predicates",-0.180985074823799,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,2.8582425167351,0.31176325727939,1.29020685190945
"bite","action_words","predicates",-0.180985074823799,"French (Quebecois)","mordre",27.8231684661021,1.94753950168613,0.78976637748419,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,0.3954163596966,-0.35496873961276,-1.19065588908856
"bite","action_words","predicates",-0.180985074823799,"Spanish (Mexican)","morder",24.964925949367,1.63577624440674,-0.500440474425263,"French (French)","mordre",27.4277521064055,2.30250824129889,1.98042226657275,-2.4628261570385,-0.66673199689215,-2.48086274099801
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,0.291511535179001,1.36927003782855,-0.339221516907002
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,-1.8050901784577,1.08350040338761,-0.248949171751491
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,-0.0158925729759005,1.392233311089,-0.200958621503428
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,-7.2249939103323,-0.555222099400244,-0.227417739838831
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"French (Quebecois)","bleu",22.3985685020076,-0.83570368456868,0.20523517937283,1.1060042306099,1.10872652754043,-0.307872832237589
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"Spanish (European)","azul",23.037569055218,-0.3342378783895,0.153701249076147,0.4670036773995,0.607260721361255,-0.256338901940906
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"Spanish (Mexican)","azul",26.4525316268152,-0.413641652702663,0.180618072991464,-2.9479588941977,0.686664495674418,-0.283255725856223
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"English (British)","blue",24.4413632000293,-1.08149428726165,0.230411663994482,-0.9367904674118,1.3545171302334,-0.333049316859241
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Beijing)","蓝（色）",23.5045727326175,0.273022842971755,-0.102637652864759,"French (French)","bleu",26.1270364092912,-0.798976738355888,0.167739645554559,-2.6224636766737,1.07199958132764,-0.270377298419318
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,-2.0966017136367,-0.28576963444094,0.090272345155511
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,-0.307404108154902,0.0229632732604499,0.138262895403574
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,-7.5165054455113,-1.9244921372288,0.111803777068171
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"French (Quebecois)","bleu",22.3985685020076,-0.83570368456868,0.20523517937283,0.8144926954309,-0.26054351028812,0.031348684669413
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"Spanish (European)","azul",23.037569055218,-0.3342378783895,0.153701249076147,0.175492142220499,-0.7620093164673,0.082882614966096
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"Spanish (Mexican)","azul",26.4525316268152,-0.413641652702663,0.180618072991464,-3.2394704293767,-0.682605542154137,0.055965791050779
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"English (British)","blue",24.4413632000293,-1.08149428726165,0.230411663994482,-1.2283020025908,-0.01475290759515,0.00617220004776098
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"French (French)","bleu",26.1270364092912,-0.798976738355888,0.167739645554559,-2.9139752118527,-0.297270456500912,0.068844218487684
"blue","descriptive_words","predicates",-1.26549169726962,"English (Australian)","blue",23.2130611974385,-1.0962471948568,0.236583864042243,"Mandarin (Beijing)","蓝色",23.5045727326175,0.78318469890748,0.0715355154584495,-0.291511535179001,-1.87943189376428,0.165048348583793
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,1.7891976054818,0.30873290770139,0.0479905502480631
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,-5.4199037318746,-1.63872250278786,0.02153143191266
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"French (Quebecois)","bleu",22.3985685020076,-0.83570368456868,0.20523517937283,2.9110944090676,0.02522612415282,-0.058923660486098
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"Spanish (European)","azul",23.037569055218,-0.3342378783895,0.153701249076147,2.2720938558572,-0.47623968202636,-0.00738973018941499
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"Spanish (Mexican)","azul",26.4525316268152,-0.413641652702663,0.180618072991464,-1.14286871574,-0.396835907713197,-0.034306554104732
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"English (British)","blue",24.4413632000293,-1.08149428726165,0.230411663994482,0.8682997110459,0.27101672684579,-0.08410014510775
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"French (French)","bleu",26.1270364092912,-0.798976738355888,0.167739645554559,-0.817373498216,-0.011500822059972,-0.021428126667827
"blue","descriptive_words","predicates",-1.26549169726962,"German","blau",25.3096629110752,-0.81047756041586,0.146311518886732,"Mandarin (Beijing)","蓝色",23.5045727326175,0.78318469890748,0.0715355154584495,1.8050901784577,-1.59366225932334,0.0747760034282825
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,-7.2091013373564,-1.94745541048925,-0.0264591183354031
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"French (Quebecois)","bleu",22.3985685020076,-0.83570368456868,0.20523517937283,1.1218968035858,-0.28350678354857,-0.106914210734161
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"Spanish (European)","azul",23.037569055218,-0.3342378783895,0.153701249076147,0.482896250375401,-0.78497258972775,-0.0553802804374781
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"Spanish (Mexican)","azul",26.4525316268152,-0.413641652702663,0.180618072991464,-2.9320663212218,-0.705568815414587,-0.0822971043527951
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"English (British)","blue",24.4413632000293,-1.08149428726165,0.230411663994482,-0.9208978944359,-0.0377161808555999,-0.132090695355813
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"French (French)","bleu",26.1270364092912,-0.798976738355888,0.167739645554559,-2.6065711036978,-0.320233729761362,-0.0694186769158901
"blue","descriptive_words","predicates",-1.26549169726962,"English (American)","blue",23.5204653055934,-1.11921046811725,0.0983209686386689,"Mandarin (Beijing)","蓝色",23.5045727326175,0.78318469890748,0.0715355154584495,0.0158925729759005,-1.90239516702473,0.0267854531802194
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,"French (Quebecois)","bleu",22.3985685020076,-0.83570368456868,0.20523517937283,8.3309981409422,1.66394862694068,-0.080455092398758
"blue","descriptive_words","predicates",-1.26549169726962,"Mandarin (Taiwanese)","藍藍的/藍色的",30.7295666429498,0.828244942371999,0.124780086974072,"Spanish (European)","azul",23.037569055218,-0.3342378783895,0.153701249076147,7.6919975877318,1.1624828207615,-0.028921162102075
